Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2023-03-15 04:46:27,false,"Quan Hai Chau Running","10.40","664","01:18:37","151","171","3.9","176","191","7:34","5:52","4","18","0.75","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","04:40.83","11","28.0","01:18:35","01:18:37","20","34"
Yoga,2023-03-12 08:19:27,false,"Yoga","0.00","105","00:19:54","115","173","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","19:54.28","1","31.0","00:00:00","00:19:54","--","--"
Running,2023-03-12 04:41:13,false,"Quan Thanh Khe Running","25.21","1,571","03:27:00","154","166","3.4","159","190","8:13","3:04","13","40","0.78","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","02:48.20","26","31.0","03:26:43","03:27:00","1","20"
Yoga,2023-03-11 06:16:36,false,"Yoga","0.00","57","00:14:11","101","115","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","14:10.100","1","31.0","00:00:00","00:14:11","--","--"
Running,2023-03-11 05:14:39,false,"Quan Hai Chau Running","7.22","454","00:55:41","152","161","3.2","180","240","7:43","6:34","2","13","0.72","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:37.58","8","28.0","00:55:38","00:55:41","23","34"
Yoga,2023-03-09 06:08:26,false,"Yoga","0.00","69","00:15:21","106","121","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","15:21.43","1","31.0","00:00:00","00:15:21","--","--"
Running,2023-03-09 05:13:23,false,"Quan Thanh Khe - W05D6-Intervals","6.77","432","00:50:40","157","171","3.7","173","191","7:29","5:31","3","14","0.78","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:00.00","15","28.0","00:50:37","00:50:40","22","34"
Yoga,2023-03-08 06:11:29,false,"Yoga","0.00","77","00:15:31","111","129","0.5","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","15:31.47","1","31.0","00:00:00","00:15:31","--","--"
Running,2023-03-08 04:38:58,false,"Quan Thanh Khe Running","10.14","637","01:20:49","156","171","3.4","177","237","7:58","6:41","1","15","0.71","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","01:36.24","11","27.0","01:20:47","01:20:49","19","34"
Yoga,2023-03-07 06:05:54,false,"Yoga","0.00","76","00:16:32","108","128","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","16:31.68","1","31.0","00:00:00","00:16:32","--","--"
Running,2023-03-07 04:43:25,false,"Quan Thanh Khe Running","9.76","603","01:19:44","152","170","3.2","169","184","8:10","5:08","4","16","0.73","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","07:10.60","10","27.0","01:19:41","01:19:44","9","19"
Yoga,2023-03-05 06:08:26,false,"Yoga","0.00","55","00:16:13","94","110","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","16:13.02","1","30.0","00:00:00","00:16:13","--","--"
Running,2023-03-05 05:16:53,false,"Quan Thanh Khe Running","4.79","300","00:39:18","145","154","2.7","171","180","8:12","7:04","1","8","0.71","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","07:16.15","5","28.0","00:39:18","00:39:18","11","19"
Yoga,2023-03-04 06:14:01,false,"Yoga","0.00","69","00:14:29","109","136","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","14:28.75","1","31.0","00:00:00","00:14:29","--","--"
Running,2023-03-04 05:27:10,false,"Quan Hai Chau Running","5.41","344","00:43:44","155","168","3.0","167","180","8:05","6:40","2","11","0.74","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","05:15.49","6","28.0","00:43:43","00:43:44","24","34"
Yoga,2023-03-02 06:06:33,false,"Yoga","0.00","82","00:15:39","112","134","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","15:39.48","1","31.0","00:00:00","00:15:39","--","--"
Running,2023-03-02 05:09:22,false,"Quan Hai Chau Running","6.36","415","00:51:38","160","182","3.3","169","184","8:07","6:15","2","14","0.75","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","04:50.49","7","28.0","00:51:27","00:51:38","21","33"
Yoga,2023-02-28 06:15:25,false,"Yoga","0.00","64","00:15:33","102","116","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","15:32.70","1","30.0","00:00:00","00:15:33","--","--"
Running,2023-02-28 05:14:25,false,"Quan Thanh Khe Running","6.48","403","00:54:42","145","167","3.0","165","186","8:27","5:41","1","11","0.72","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","06:11.50","7","28.0","00:54:41","00:54:42","2","13"
Yoga,2023-02-26 07:46:10,false,"Yoga","0.00","100","00:17:02","117","131","0.9","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","17:01.61","1","29.0","00:00:00","00:17:02","--","--"
Running,2023-02-26 04:29:08,false,"Quan Thanh Khe - W16D7-Marathon","21.47","1,330","03:05:57","156","163","3.1","169","182","8:40","6:35","22","41","0.68","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","06:05.82","22","29.0","03:03:18","03:05:57","7","19"
Yoga,2023-02-23 06:07:43,false,"Yoga","0.00","54","00:15:04","94","120","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","15:03.54","1","30.0","00:00:00","00:15:04","--","--"
Running,2023-02-23 05:29:37,false,"Quan Thanh Khe - W16D4-Easy Run","4.02","247","00:33:45","145","161","2.4","166","182","8:24","5:55","1","9","0.73","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","03:44.52","5","28.0","00:33:44","00:33:45","26","34"
Yoga,2023-02-21 06:09:24,false,"Yoga","0.00","52","00:15:32","92","103","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","15:32.08","1","31.0","00:00:00","00:15:32","--","--"
Running,2023-02-21 05:17:39,false,"Quan Hai Chau - W16D2-Intervals","3.52","222","00:27:05","146","169","3.0","160","188","7:42","5:49","1","8","0.84","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:00.00","7","28.0","00:27:05","00:27:05","26","34"
Yoga,2023-02-19 06:43:00,false,"Yoga","0.00","76","00:16:43","107","157","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","31.0","0:00","No","16:43.49","1","31.0","00:00:00","00:16:43","--","--"
Running,2023-02-19 05:25:13,false,"Quan Thanh Khe - W15D7-Long Run","8.32","519","01:08:40","153","164","2.9","172","180","8:15","6:34","4","21","0.70","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","02:15.86","10","29.0","01:08:37","01:08:40","16","33"
Cycling,2023-02-18 04:37:34,false,"Quan Thanh Khe Cycling","70.82","1,383","03:08:56","140","178","4.2","--","--","22.5","31.4","79","92","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","02:52.13","15","31.0","03:08:03","04:23:16","-19","6"
Yoga,2023-02-17 06:28:34,false,"Yoga","0.00","82","00:15:56","111","138","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","15:56.05","1","31.0","00:00:00","00:15:56","--","--"
Running,2023-02-17 05:22:16,false,"Quan Hai Chau - W15D4-Threshold","7.49","507","01:02:46","157","174","3.3","171","186","8:23","5:45","1","11","0.71","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:44.85","10","27.0","01:02:43","01:02:46","23","34"
Cardio,2023-02-14 05:40:37,false,"Cardio","0.00","195","00:32:06","122","146","1.7","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","32:06.40","1","31.0","00:00:00","00:32:06","30","30"
Running,2023-02-14 05:11:25,false,"Quan Hai Chau - W15D2-Intervals","2.25","142","00:17:20","142","165","2.6","148","188","7:41","5:47","--","5","0.92","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","01:00.00","5","29.0","00:17:20","00:17:20","28","34"
Yoga,2023-02-12 06:40:59,false,"Yoga","0.00","87","00:16:36","112","124","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","16:35.90","1","32.0","00:00:00","00:16:36","--","--"
Running,2023-02-12 04:35:43,false,"Quan Thanh Khe - W14D7-Long Run","14.62","914","02:02:41","150","164","3.0","168","182","8:24","6:43","7","24","0.71","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","01:38.72","17","30.0","02:02:03","02:02:41","14","31"
Yoga,2023-02-11 06:09:18,false,"Yoga","0.00","55","00:15:06","95","115","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","31.0","0:00","No","15:05.54","1","32.0","00:00:00","00:15:06","--","--"
Running,2023-02-11 05:09:52,false,"Quan Hai Chau - W14D6-Easy Run","5.38","329","00:45:01","143","153","2.4","165","180","8:22","6:23","--","11","0.74","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:07.61","7","29.0","00:44:59","00:45:01","23","34"
Cycling,2023-02-09 05:09:36,false,"Quan Thanh Khe Cycling","20.58","296","00:57:15","116","133","1.3","--","--","21.6","29.9","14","22","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","01:58.86","5","31.0","00:57:05","00:57:48","-1","7"
Yoga,2023-02-08 06:10:19,false,"Yoga","0.00","73","00:13:58","111","140","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","31.0","0:00","No","13:57.92","1","32.0","00:00:00","00:13:58","--","--"
Running,2023-02-08 05:11:52,false,"Quan Hai Chau - W14D3-Intervals","6.84","461","00:53:01","156","173","3.8","160","186","7:45","5:52","1","13","0.83","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:44.36","15","30.0","00:52:57","00:53:01","21","34"
Yoga,2023-02-07 06:07:01,false,"Yoga","0.00","56","00:13:23","102","129","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","13:23.37","1","31.0","00:00:00","00:13:23","--","--"
Running,2023-02-07 05:10:32,false,"Quan Hai Chau - W14D2-Easy Run","5.92","358","00:50:18","144","154","2.4","165","180","8:30","6:17","--","11","0.72","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","04:32.38","7","29.0","00:50:17","00:50:18","22","34"
Cycling,2023-02-04 05:05:45,false,"Quan Thanh Khe Cycling","51.91","1,050","02:23:53","141","172","4.1","--","--","21.6","38.6","206","217","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","04:48.95","13","32.0","02:22:16","04:10:26","-93","-45"
Yoga,2023-01-26 06:37:33,false,"Yoga","0.00","66","00:15:42","102","127","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","15:41.54","1","29.0","00:00:00","00:15:42","--","--"
Running,2023-01-26 05:43:21,false,"Quan Thanh Khe - W12D2-Easy Run","5.79","353","00:50:01","144","152","2.2","166","182","8:38","7:09","2","8","0.70","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","03:17.37","7","26.0","00:49:55","00:50:01","-31","-23"
Yoga,2023-01-25 06:44:38,false,"Yoga","0.00","77","00:17:58","103","114","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","17:58.09","1","28.0","00:00:00","00:17:58","--","--"
Running,2023-01-25 05:23:58,false,"Quan Thanh Khe - W12D3-Intervals","9.72","621","01:16:00","152","169","4.0","175","191","7:49","5:57","5","18","0.73","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","01:18.37","17","25.0","01:15:42","01:16:00","-27","-14"
Cycling,2023-01-23 04:44:19,false,"Quan Thanh Khe Cycling","72.17","1,244","03:29:08","129","162","3.1","--","--","20.7","29.8","101","119","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:16.55","16","30.0","03:28:03","04:34:33","-17","14"
Yoga,2023-01-22 07:26:11,false,"Yoga","0.00","110","00:20:42","113","136","0.8","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","20:42.02","1","30.0","00:00:00","00:20:42","--","--"
Running,2023-01-22 04:10:43,false,"Quan Thanh Khe - W11D7-Long Run","21.47","1,341","03:05:07","149","164","3.2","170","188","8:37","6:44","13","30","0.69","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","05:06.82","23","28.0","03:00:34","03:05:07","18","31"
Yoga,2023-01-21 06:26:30,false,"Yoga","0.00","84","00:28:59","87","131","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","28:59.36","1","29.0","00:00:00","00:28:59","--","--"
Running,2023-01-21 05:34:39,false,"Quan Hai Chau - W11D6-Easy Run","4.48","277","00:37:49","141","158","2.5","165","188","8:26","6:33","--","8","0.73","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","07:09.07","5","27.0","00:37:48","00:37:49","25","34"
Yoga,2023-01-19 06:22:05,false,"Yoga","0.00","58","00:15:23","96","118","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","15:22.68","1","29.0","00:00:00","00:15:23","--","--"
Running,2023-01-19 05:21:22,false,"Quan Hai Chau - W11D4-Easy Run","6.26","386","00:51:01","143","153","2.8","174","188","8:09","6:27","1","15","0.71","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","06:01.37","7","26.0","00:50:59","00:51:01","18","34"
Yoga,2023-01-18 06:14:07,false,"Yoga","0.00","74","00:17:19","103","122","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","17:19.03","1","30.0","00:00:00","00:17:19","--","--"
Running,2023-01-18 05:15:36,false,"Quan Thanh Khe - W11D3-Intervals","6.56","424","00:50:26","153","172","3.9","168","190","7:41","5:52","1","14","0.77","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","02:00.00","11","28.0","00:50:24","00:50:26","10","24"
Yoga,2023-01-14 07:30:06,false,"Yoga","0.00","98","00:18:19","114","136","0.8","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","18:18.87","1","30.0","00:00:00","00:18:19","--","--"
Running,2023-01-14 04:16:03,false,"Quan Thanh Khe - W10D7-Half Marat","21.39","1,352","03:00:47","157","169","3.2","169","186","8:27","6:35","14","31","0.71","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:40.80","23","28.0","02:56:44","03:00:47","-4","13"
Yoga,2023-01-12 06:04:15,false,"Yoga","0.00","69","00:16:33","103","119","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","16:32.74","1","30.0","00:00:00","00:16:33","--","--"
Running,2023-01-12 05:15:01,false,"Quan Thanh Khe - W10D4-Threshold","5.38","337","00:45:27","147","171","3.2","161","190","8:27","5:46","4","9","0.74","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:47.84","7","29.0","00:45:19","00:45:27","-7","2"
Yoga,2023-01-11 06:11:52,false,"Yoga","0.00","45","00:13:35","93","112","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","13:34.71","1","29.0","00:00:00","00:13:35","--","--"
Running,2023-01-11 05:31:01,false,"Quan Thanh Khe - W10D3-Easy Run","4.21","261","00:34:58","140","152","2.7","165","187","8:18","6:02","3","9","0.75","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","04:58.24","5","28.0","00:34:55","00:34:58","-139","-131"
Yoga,2023-01-10 06:08:16,false,"Yoga","0.00","72","00:16:57","105","130","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","16:56.89","1","30.0","00:00:00","00:16:57","--","--"
Running,2023-01-10 05:17:12,false,"Quan Thanh Khe - W10D2-Intervals","5.11","316","00:40:34","147","172","3.3","162","191","7:56","5:30","3","8","0.80","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:30.00","13","28.0","00:39:50","00:40:34","-118","-112"
Yoga,2023-01-08 07:33:14,false,"Yoga","0.00","59","00:16:16","98","109","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","16:15.76","1","28.0","00:00:00","00:16:16","--","--"
Running,2023-01-08 05:13:56,false,"Quan Thanh Khe - W09D7-Long Run","10.90","659","01:37:16","150","164","2.5","169","180","8:56","7:04","5","13","0.67","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","04:54.94","12","27.0","01:37:05","01:37:16","-125","-106"
Yoga,2023-01-07 06:28:40,false,"Yoga","0.00","59","00:19:00","91","122","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","18:59.92","1","29.0","00:00:00","00:19:00","--","--"
Running,2023-01-07 05:20:15,false,"Quan Thanh Khe - W09D6-Easy Run","5.34","325","00:49:13","143","156","2.2","163","246","9:13","6:51","2","10","0.67","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","05:45.06","6","28.0","00:49:05","00:49:13","-131","-121"
Yoga,2023-01-06 06:05:16,false,"Yoga","0.00","65","00:16:09","101","119","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","16:09.43","1","29.0","00:00:00","00:16:09","--","--"
Running,2023-01-06 05:15:39,false,"Quan Thanh Khe - W09D4a-Recovery","4.91","302","00:44:32","142","155","2.2","159","185","9:05","7:00","1","9","0.71","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","04:32.06","6","28.0","00:44:30","00:44:32","-124","-115"
Cardio,2023-01-03 05:36:56,false,"Cardio","0.00","239","00:42:05","120","158","2.1","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","42:04.61","1","29.0","00:00:00","00:42:05","-92","-92"
Yoga,2022-12-27 05:56:56,false,"Yoga","0.00","77","00:18:31","103","120","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","18:30.93","1","30.0","00:00:00","00:18:31","--","--"
Running,2022-12-27 04:59:10,false,"Quan Thanh Khe - W08D2-Intervals","6.11","399","00:48:33","154","172","3.6","157","191","7:57","5:50","3","12","0.82","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:33.88","12","27.0","00:47:50","00:48:33","-60","-49"
Yoga,2022-12-25 21:39:18,false,"Yoga","0.00","23","00:18:12","66","88","0.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","18:12.02","1","30.0","00:00:00","00:18:12","--","--"
Yoga,2022-12-25 07:43:29,false,"Yoga","0.00","63","00:16:05","101","113","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","16:04.52","1","28.0","00:00:00","00:16:05","--","--"
Running,2022-12-25 05:01:29,false,"Quan Thanh Khe - W07D7-Long Run","17.63","1,081","02:34:57","144","152","2.7","169","185","8:47","6:30","6","29","0.68","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","03:36.69","19","29.0","02:32:15","02:34:57","-47","-35"
Yoga,2022-12-24 06:14:20,false,"Yoga","0.00","70","00:17:50","101","135","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","17:49.51","1","30.0","00:00:00","00:17:50","--","--"
Running,2022-12-24 05:20:33,false,"Quan Thanh Khe - W07D5-Intervals","5.70","371","00:45:05","150","170","3.7","156","190","7:55","5:55","2","11","0.82","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","01:01.22","11","28.0","00:45:01","00:45:05","-34","-22"
Yoga,2022-12-22 06:18:52,false,"Yoga","0.00","56","00:18:40","90","102","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","18:40.23","1","29.0","00:00:00","00:18:40","--","--"
Running,2022-12-22 05:22:34,false,"Quan Hai Chau - W07D4-Easy Run","5.60","341","00:48:09","139","153","2.7","166","182","8:36","7:00","1","10","0.70","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","07:45.25","6","27.0","00:48:08","00:48:09","-19","-7"
Yoga,2022-12-21 06:09:44,false,"Yoga","0.00","88","00:18:38","110","127","0.5","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","18:37.56","1","30.0","00:00:00","00:18:38","--","--"
Running,2022-12-21 04:58:21,false,"Quan Thanh Khe - W07D3-Intervals","8.54","545","01:06:38","153","170","4.0","162","190","7:48","6:00","7","15","0.80","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:19.41","15","29.0","01:06:27","01:06:38","-56","-45"
Yoga,2022-12-20 22:01:51,false,"Yoga","0.00","25","00:15:40","72","91","0.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","15:40.13","1","29.0","00:00:00","00:15:40","--","--"
Cardio,2022-12-20 17:43:21,false,"Cardio","0.00","107","00:28:10","99","161","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","28:09.72","1","28.0","00:00:00","00:28:10","-39","-39"
Yoga,2022-12-19 21:44:43,false,"Yoga","0.00","25","00:17:56","69","89","0.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","07:15.17","2","29.0","00:00:00","00:18:02","--","--"
Yoga,2022-12-18 21:55:18,false,"Yoga","0.00","40","00:19:21","79","103","0.1","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","19:20.51","1","30.0","00:00:00","00:19:21","--","--"
Running,2022-12-18 08:10:38,false,"Quan Thanh Khe - W06D7-Long Run","14.79","893","02:25:21","147","164","2.2","160","184","9:50","7:07","44","43","0.64","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","08:32.51","15","27.0","02:23:15","02:25:21","-66","-58"
Yoga,2022-12-17 08:07:59,false,"Yoga","0.00","54","00:21:35","84","113","0.1","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","21:34.94","1","30.0","00:00:00","00:21:35","--","--"
Yoga,2022-12-16 20:31:11,false,"Yoga","0.00","94","00:20:05","109","136","0.5","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","31.0","0:00","No","20:05.28","1","31.0","00:00:00","00:20:05","--","--"
Running,2022-12-16 19:31:42,false,"Quan Thanh Khe - W06D6-Intervals","6.77","447","00:56:09","157","171","3.6","163","188","8:18","6:07","2","12","0.74","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","01:30.00","12","31.0","00:55:46","00:56:09","-46","-41"
Yoga,2022-12-15 20:56:37,false,"Yoga","0.00","38","00:22:13","74","92","0.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","22:12.82","1","31.0","00:00:00","00:22:13","--","--"
Yoga,2022-12-15 05:52:47,false,"Yoga","0.00","91","00:18:59","109","125","0.5","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","18:59.25","1","29.0","00:00:00","00:18:59","--","--"
Running,2022-12-15 05:02:28,false,"Quan Thanh Khe - W06D4-Intervals","5.39","347","00:46:12","151","174","3.2","155","188","8:34","6:00","4","8","0.76","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:30.00","13","29.0","00:45:56","00:46:12","-41","-33"
Running,2022-12-14 05:30:46,false,"Quan Thanh Khe - W06D3a-Recovery","3.91","243","00:32:33","141","150","2.5","173","182","8:20","7:25","1","5","0.69","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","02:32.94","5","29.0","00:32:32","00:32:33","-28","-21"
Yoga,2022-12-13 06:14:34,false,"Yoga","0.00","95","00:19:52","110","131","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","19:51.91","1","30.0","00:00:00","00:19:52","--","--"
